ID,CHURNRISK,GENDER,STATUS,CHILDREN,ESTINCOME,HOMEOWNER,AGE,TOTALDOLLARVALUETRADED,TOTALUNITSTRADED,LARGESTSINGLETRANSACTION,SMALLESTSINGLETRANSACTION,PERCENTCHANGECALCULATION,DAYSSINCELASTLOGIN,DAYSSINCELASTTRADE,NETREALIZEDGAINS_YTD
903,High,F,S,2,38280.0,N,34,11641.16,74,5820.58,582.058,18.5,5,8,0.0
904,High,M,S,0,64136.6,Y,61,16211.62,125,8105.81,810.581,31.25,2,7,0.0
905,High,F,M,2,45429.7,Y,62,24702.47,73,12351.235,1235.1235,18.25,5,5,0.0
906,Medium,F,S,0,25285.5,N,54,9370.94,11,2342.735,234.2735,1.65,5,11,0.0
907,High,F,M,2,77551.1,Y,34,20532.05,41,10266.025,1026.6025,10.25,3,9,0.0
908,Low,F,M,0,38538.4,N,12,22862.29,16,11431.145,1143.1145,4.0,4,5,1143.1145
909,High,M,M,0,92881.8,N,21,2150.22,85,537.555,53.7555,12.75,5,20,0.0
910,Low,M,S,2,43634.5,N,22,29442.94,104,14721.47,1472.147,26.0,5,8,1472.147
911,Low,F,S,1,13109.1,N,63,22382.24,40,11191.12,1119.112,10.0,2,10,1119.112
912,Low,M,S,1,92647.5,N,56,16041.6,10,8020.8,802.08,2.5,5,5,802.08
913,Medium,M,S,2,21021.6,Y,63,2000.2,11,500.05,50.005,1.65,1,11,0.0
914,Low,M,S,0,74460.7,Y,55,25532.55,179,12766.275,1276.6275,44.75,3,10,1276.6275
915,High,F,S,2,28787.4,N,42,27972.8,58,13986.4,1398.64,14.5,2,9,0.0
916,High,M,M,1,13091.6,N,59,22792.28,20,11396.14,1139.614,5.0,1,9,0.0
917,Low,F,M,2,62061.8,Y,46,29862.99,52,14931.495,1493.1495,13.0,5,10,1493.1495
918,Medium,F,M,1,20550.9,Y,22,27722.77,57,13861.385,1386.1385,14.25,1,6,0.0
919,Medium,M,M,2,1765.41,N,19,3040.3,44,760.075,76.0075,6.6,2,13,0.0
920,Low,F,S,2,19131.1,N,56,22152.22,34,11076.11,1107.611,8.5,3,7,1107.611
921,High,M,M,2,42750.3,Y,50,20592.06,112,10296.03,1029.603,28.0,2,8,0.0
922,High,F,S,2,2842.55,N,46,0.0,0,0.0,0.0,0.0,0,0,0.0
923,High,M,M,2,22358.1,N,53,15541.55,12,7770.775,777.0775,3.0,3,6,0.0
924,High,M,M,0,47870.8,Y,27,7000.7,12,1750.175,175.0175,1.8,5,16,0.0
925,Low,F,S,2,6440.46,Y,70,22662.27,27,11331.135,1133.1135,6.75,5,10,1133.1135
926,Low,F,S,0,7325.5,N,37,28522.85,161,14261.425,1426.1425,40.25,2,8,1426.1425
927,High,M,M,1,63900.9,N,28,8360.84,39,2090.21,209.021,5.85,5,19,0.0
928,Medium,M,M,2,28766.9,N,47,6110.61,58,1527.6525,152.76525,8.7,5,13,0.0
929,Medium,M,M,1,5252.29,N,16,2650.27,17,662.5675,66.25675,2.55,4,15,0.0
930,High,M,M,2,91272.2,Y,25,26992.7,13,13496.35,1349.635,3.25,2,5,0.0
931,High,M,S,0,69000.0,Y,42,11631.16,115,5815.58,581.558,28.75,4,10,0.0
932,High,M,M,2,1406.05,Y,19,11551.16,15,5775.58,577.558,3.75,1,9,0.0
933,High,F,S,0,73228.3,N,61,22472.25,28,11236.125,1123.6125,7.0,1,8,0.0
934,High,F,S,2,76231.9,N,64,2010.2,150,502.55,50.255,22.5,4,15,0.0
935,High,M,M,1,64792.3,N,52,13051.31,36,6525.655,652.5655,9.0,1,8,0.0
936,Low,F,S,0,93322.1,Y,40,29922.99,8,14961.495,1496.1495,2.0,1,6,1496.1495
937,High,M,M,1,63437.3,N,64,680.07,10,170.0175,17.00175,1.5,3,20,0.0
938,Low,M,M,2,49910.7,Y,52,27422.74,23,13711.37,1371.137,5.75,3,6,1371.137
939,Low,M,M,0,76161.4,Y,45,11961.2,25,5980.6,598.06,6.25,1,7,598.06
940,High,F,M,2,55860.0,Y,15,16011.6,10,8005.8,800.58,2.5,2,6,0.0
941,High,F,S,1,12686.0,N,65,23232.32,80,11616.16,1161.616,20.0,2,10,0.0
942,Medium,M,M,2,57360.8,Y,53,10361.04,57,5180.52,518.052,14.25,1,7,0.0
943,Low,M,M,1,92414.7,Y,46,29432.94,10,14716.47,1471.647,2.5,4,8,1471.647
944,Medium,M,M,0,60102.7,N,42,9840.98,62,2460.245,246.0245,9.3,2,15,0.0
945,Low,F,M,2,17888.7,N,43,29412.94,332,14706.47,1470.647,83.0,5,10,1470.647
946,Low,F,S,1,12526.3,N,54,11721.17,28,5860.585,586.0585,7.0,5,9,586.0585
947,High,F,S,2,14578.8,Y,61,11911.19,95,5955.595,595.5595,23.75,2,10,0.0
948,Low,M,M,0,78572.2,Y,42,21812.18,29,10906.09,1090.609,7.25,1,5,1090.609
949,Low,F,M,2,48238.8,N,35,23282.33,168,11641.165,1164.1165,42.0,1,9,1164.1165
950,Low,F,M,0,28770.9,N,12,27992.8,16,13996.4,1399.64,4.0,4,6,1399.64
951,Medium,F,M,2,87578.2,Y,53,290.03,22,72.5075,7.25075,3.3,5,12,0.0
952,Medium,F,M,2,86695.4,N,14,25942.59,32,12971.295,1297.1295,8.0,4,5,1297.1295
953,High,F,S,2,76791.2,N,55,20712.07,23,10356.035,1035.6035,5.75,3,6,0.0
954,High,F,S,0,30763.8,Y,14,21322.13,35,10661.065,1066.1065,8.75,5,7,0.0
955,Medium,F,M,2,3193.6,N,54,4190.42,114,1047.605,104.7605,17.1,5,11,0.0
956,High,M,M,1,69680.9,N,16,7670.77,32,1917.6925,191.76925,4.8,4,17,0.0
957,High,F,M,0,83287.0,N,67,29642.96,90,14821.48,1482.148,22.5,2,8,0.0
958,High,M,S,0,2056.06,Y,19,24072.41,27,12036.205,1203.6205,6.75,2,5,0.0
959,Low,F,M,2,7776.6,N,36,25872.59,68,12936.295,1293.6295,17.0,4,6,1293.6295
960,Low,M,M,1,2067.82,N,48,15251.53,70,7625.765,762.5765,17.5,5,5,762.5765
961,Medium,M,S,0,68000.0,N,63,4580.46,8,1145.115,114.5115,1.2,2,10,0.0
962,High,M,M,0,69343.3,N,42,6360.64,15,1590.16,159.016,2.25,4,15,0.0
963,High,F,M,0,14932.5,N,42,4910.49,6,1227.6225,122.76225,0.9,3,18,0.0
964,Medium,F,S,0,27498.1,N,43,2200.22,9,550.055,55.0055,1.35,3,15,0.0
965,Low,M,M,2,21419.9,N,60,26392.64,103,13196.32,1319.632,25.75,4,10,1319.632
966,Medium,M,M,2,30665.2,Y,23,5830.58,63,1457.645,145.7645,9.45,1,10,0.0
967,Medium,F,M,1,78000.0,Y,59,6080.61,30,1520.1525,152.01525,4.5,3,11,0.0
1150,High,F,M,1,20550.9,Y,22,27722.77,57,13861.385,1386.1385,14.25,1,7,0.0
1151,High,M,M,2,1765.41,N,19,3040.3,44,760.075,76.0075,6.6,1,15,0.0
1152,High,F,S,2,19131.1,N,56,22152.22,34,11076.11,1107.611,8.5,5,7,0.0
1153,High,M,M,0,47870.8,Y,27,0.0,0,0.0,0.0,0.0,0,0,0.0
1154,High,F,S,2,6440.46,Y,48,22662.27,27,11331.135,1133.1135,6.75,2,8,0.0
1155,Medium,M,M,2,28766.9,N,47,6110.61,58,1527.6525,152.76525,8.7,4,14,0.0
1156,High,M,M,1,5252.29,N,16,2650.27,17,662.5675,66.25675,2.55,2,18,0.0
1157,High,M,M,2,91272.2,Y,25,26992.7,13,13496.35,1349.635,3.25,3,9,0.0
1158,High,F,S,0,73228.3,N,53,22472.25,28,11236.125,1123.6125,7.0,1,6,0.0
1159,High,M,M,1,64792.3,N,52,13051.31,36,6525.655,652.5655,9.0,5,10,0.0
1160,Low,F,S,0,93322.1,Y,40,29922.99,8,14961.495,1496.1495,2.0,5,7,1496.1495
1161,High,M,M,2,49910.7,Y,52,27422.74,23,13711.37,1371.137,5.75,1,7,0.0
1162,Low,M,M,1,76161.4,Y,45,11961.2,25,5980.6,598.06,6.25,5,10,598.06
1163,Low,F,M,2,55860.0,Y,15,16011.6,10,8005.8,800.58,2.5,3,10,800.58
1164,High,M,M,2,57360.8,Y,53,10361.04,57,5180.52,518.052,14.25,1,6,0.0
1165,Low,M,M,0,92414.7,Y,46,29432.94,10,14716.47,1471.647,2.5,2,10,1471.647
1166,Low,F,S,2,14578.8,Y,61,11911.19,95,5955.595,595.5595,23.75,5,10,595.5595
1167,Medium,F,M,2,87578.2,Y,53,290.03,22,72.5075,7.25075,3.3,2,11,0.0
1168,Low,F,M,2,86695.4,N,14,25942.59,32,12971.295,1297.1295,8.0,2,6,1297.1295
1169,High,F,M,0,83287.0,N,41,29642.96,90,14821.48,1482.148,22.5,5,7,0.0
1170,Medium,M,M,1,2067.82,N,48,15251.53,70,7625.765,762.5765,17.5,5,7,0.0
1171,Medium,M,M,2,30665.2,Y,23,5830.58,63,1457.645,145.7645,9.45,1,11,0.0
1172,Medium,F,M,1,83287.0,Y,47,6080.61,30,1520.1525,152.01525,4.5,2,15,0.0
1173,Low,F,M,1,98680.4,Y,42,17581.76,8,8790.88,879.088,2.0,4,6,879.088
1174,High,M,M,0,65619.7,Y,46,13561.36,144,6780.68,678.068,36.0,1,5,0.0
1175,High,F,M,1,95620.3,Y,43,10911.09,93,5455.545,545.5545,23.25,3,8,0.0
1176,Low,F,S,0,85275.0,N,47,22482.25,151,11241.125,1124.1125,37.75,2,5,1124.1125
1177,Low,F,M,1,66921.4,Y,62,15701.57,8,7850.785,785.0785,2.0,2,8,785.0785
1178,Low,F,M,1,98453.6,Y,41,13721.37,11,6860.685,686.0685,2.75,4,9,686.0685
1179,High,F,S,2,57420.0,Y,46,25182.52,252,12591.26,1259.126,63.0,4,7,0.0
1180,High,M,M,0,66000.0,N,46,3930.39,26,982.5975,98.25975,3.9,1,19,0.0
1181,High,M,M,2,47639.1,N,48,17481.75,39,8740.875,874.0875,9.75,5,7,0.0
1182,Low,F,S,0,39461.0,N,22,22872.29,103,11436.145,1143.6145,25.75,3,10,1143.6145
1183,Medium,M,M,1,47371.0,Y,55,4980.5,258,1245.125,124.5125,38.7,5,10,0.0
1184,High,M,S,1,16432.1,Y,21,20412.04,80,10206.02,1020.602,20.0,5,10,0.0
1185,High,F,S,1,540.4,Y,39,12341.23,7,6170.615,617.0615,1.75,1,8,0.0
1186,Medium,F,M,2,80087.7,N,42,8740.87,22,2185.2175,218.52175,3.3,2,13,0.0
1187,High,F,M,2,59691.3,N,38,21942.19,256,10971.095,1097.1095,64.0,3,5,0.0
1188,High,F,S,2,11251.1,Y,53,28422.84,113,14211.42,1421.142,28.25,5,5,0.0
1189,High,F,S,2,93559.1,N,58,1520.15,29,380.0375,38.00375,4.35,4,18,0.0
1190,High,F,S,2,3416.62,Y,23,18971.9,104,9485.95,948.595,26.0,1,9,0.0
1191,Low,F,S,0,93454.3,Y,49,18941.89,25,9470.945,947.0945,6.25,2,8,947.0945
1192,Low,M,M,0,5745.0,Y,15,26402.64,17,13201.32,1320.132,4.25,4,9,1320.132
1193,High,M,S,2,60095.2,Y,23,1710.17,116,427.5425,42.75425,17.4,1,18,0.0
1194,Medium,F,M,1,6946.07,N,20,33003.3,8,16501.65,1650.165,2.0,3,8,0.0
1195,High,F,M,2,11234.7,Y,49,690.07,112,172.5175,17.25175,16.8,1,17,0.0
1196,High,M,M,0,12387.6,N,56,0.0,0,0.0,0.0,0.0,0,0,0.0
1197,High,F,M,1,82931.3,N,65,19241.92,118,9620.96,962.096,29.5,1,10,0.0
1198,Low,F,M,2,57483.9,N,44,17011.7,27,8505.85,850.585,6.75,4,9,850.585
1199,Low,F,S,2,21274.0,N,46,10871.09,32,5435.545,543.5545,8.0,1,7,543.5545
1200,High,F,M,2,28267.0,N,30,21872.19,192,10936.095,1093.6095,48.0,2,8,0.0
1201,High,F,M,2,36725.1,N,56,8650.87,77,2162.7175,216.27175,11.55,2,19,0.0
1202,High,M,S,1,94188.3,N,58,20862.09,19,10431.045,1043.1045,4.75,2,6,0.0
1203,High,F,M,2,91861.0,Y,42,15321.53,6,7660.765,766.0765,1.5,2,7,0.0
1204,Low,F,S,1,12374.9,Y,33,17491.75,106,8745.875,874.5875,26.5,2,9,874.5875
1205,High,F,M,2,69133.9,Y,27,8580.86,37,2145.215,214.5215,5.55,5,15,0.0
1206,High,F,M,2,84948.0,Y,29,11141.11,12,5570.555,557.0555,3.0,1,5,0.0
1207,High,F,M,2,30998.8,N,41,2400.24,50,600.06,60.006,7.5,2,19,0.0
1208,High,M,S,0,15924.2,N,14,0.0,0,0.0,0.0,0.0,0,0,0.0
1209,High,M,M,2,21416.5,N,36,9900.99,8,2475.2475,247.52475,1.2,5,15,0.0
1210,High,M,M,2,78554.2,N,17,5590.56,23,1397.64,139.764,3.45,3,19,0.0
1211,High,F,M,2,38215.9,N,31,0.0,0,0.0,0.0,0.0,0,0,0.0
1212,High,F,M,1,13829.4,N,21,35003.5,160,17501.75,1750.175,40.0,4,7,0.0
1213,High,F,M,2,49745.3,N,48,2840.28,24,710.07,71.007,3.6,3,20,0.0
1214,High,F,M,2,88427.0,N,14,22462.25,43,11231.125,1123.1125,10.75,5,8,0.0
1215,Medium,F,M,2,98003.7,Y,26,1030.1,83,257.525,25.7525,12.45,3,10,0.0
1216,Medium,M,S,0,89142.7,N,54,3760.38,5,940.095,94.0095,0.75,3,13,0.0
1217,Low,F,S,0,74530.8,N,63,20892.09,106,10446.045,1044.6045,26.5,3,8,1044.6045
1218,High,F,S,0,38000.0,N,24,39003.9,262,19501.95,1950.195,65.5,5,9,0.0
1219,Low,F,M,2,76289.2,N,48,22202.22,82,11101.11,1110.111,20.5,4,8,1110.111
1220,High,M,M,1,66931.9,N,64,11721.17,5,5860.585,586.0585,1.25,2,5,0.0
1221,High,M,M,2,9309.57,Y,25,8560.86,99,2140.215,214.0215,14.85,2,15,0.0
1222,Medium,F,M,1,32962.6,N,23,59005.9,26,29502.95,2950.295,6.5,3,10,0.0
1223,Low,F,S,0,42000.0,N,24,43004.3,154,21502.15,2150.215,38.5,3,5,2150.215
1224,High,F,S,0,43000.0,N,21,42004.2,61,21002.1,2100.21,15.25,3,10,0.0
1225,High,F,S,2,42000.0,N,22,45004.5,35,22502.25,2250.225,8.75,4,7,0.0
1226,High,F,S,0,77726.4,N,57,14001.4,9,7000.7,700.07,2.25,3,7,0.0
1227,High,F,S,2,37000.0,N,23,29002.9,38,14501.45,1450.145,9.5,4,10,0.0
1228,Low,F,S,1,2800.68,N,46,28452.85,106,14226.425,1422.6425,26.5,3,7,1422.6425
1229,High,F,M,2,90271.6,N,45,13961.4,96,6980.7,698.07,24.0,1,8,0.0
1230,High,F,M,2,64816.6,Y,31,21002.1,6,10501.05,1050.105,1.5,1,9,0.0
1231,High,F,M,2,98217.1,N,45,29492.95,13,14746.475,1474.6475,3.25,4,9,0.0
1232,Medium,F,S,0,15989.3,N,62,3670.37,25,917.5925,91.75925,3.75,4,11,0.0
1233,Medium,M,M,1,92148.5,Y,28,4000.4,100,1000.1,100.01,15.0,5,12,0.0
1234,High,M,M,0,96681.0,Y,20,5000.5,40,1250.125,125.0125,6.0,5,20,0.0
1235,High,M,S,0,62705.9,Y,33,7000.7,6,1750.175,175.0175,0.9,2,20,0.0
1236,Medium,M,S,0,80221.2,N,29,910.09,49,227.5225,22.75225,7.35,5,11,0.0
1237,Medium,M,S,0,84479.2,N,33,9000.9,43,2250.225,225.0225,6.45,3,11,0.0
1238,Medium,M,S,1,84978.1,N,22,5030.5,76,1257.625,125.7625,11.4,5,15,0.0
1239,High,F,M,2,36647.9,N,50,21412.14,85,10706.07,1070.607,21.25,2,8,0.0
1240,Medium,F,S,0,64319.2,N,41,3010.3,37,752.575,75.2575,5.55,3,12,0.0
1241,High,F,S,1,73338.0,N,48,20922.09,9,10461.045,1046.1045,2.25,5,9,0.0
1242,High,F,S,0,433.74,N,61,3300.33,40,825.0825,82.50825,6.0,2,17,0.0
1243,Low,F,M,2,16962.2,N,45,18601.86,8,9300.93,930.093,2.0,1,10,930.093
1244,Low,M,M,2,10708.3,N,26,20832.08,117,10416.04,1041.604,29.25,3,5,1041.604
1245,Medium,F,M,0,2031.61,N,20,21642.16,87,10821.08,1082.108,21.75,5,8,0.0
1246,Low,F,S,2,16938.5,N,70,13351.34,8,6675.67,667.567,2.0,4,7,667.567
1247,Medium,F,M,0,55221.0,N,55,490.05,15,122.5125,12.25125,2.25,4,13,0.0
1248,Low,F,M,1,8073.11,N,52,28702.87,60,14351.435,1435.1435,15.0,1,8,1435.1435
1249,High,M,M,1,95448.6,Y,54,24242.42,5,12121.21,1212.121,1.25,5,7,0.0
1250,High,M,S,1,24141.5,Y,17,28822.88,97,14411.44,1441.144,24.25,2,10,0.0
1251,High,M,S,2,63152.6,Y,63,29932.99,40,14966.495,1496.6495,10.0,1,6,0.0
1252,Low,M,S,2,72084.7,N,56,29112.91,9,14556.455,1455.6455,2.25,5,6,1455.6455
1539,Low,M,M,0,75004.5,N,65,26522.65,32,13261.325,1326.1325,8.0,2,8,1326.1325
1540,Low,M,M,0,19749.3,N,60,20222.02,13,10111.01,1011.101,3.25,2,8,1011.101
1541,Medium,M,S,1,57626.9,Y,44,9380.94,38,2345.235,234.5235,5.7,5,13,0.0
1542,High,M,M,2,20078.0,N,33,9650.97,6,2412.7425,241.27425,0.9,4,20,0.0
1543,High,F,M,2,47902.0,N,26,17441.74,49,8720.87,872.087,12.25,1,5,0.0
1544,High,M,M,1,7545.96,Y,17,22392.24,178,11196.12,1119.612,44.5,5,8,0.0
1545,High,M,S,2,89459.9,N,53,11541.15,22,5770.575,577.0575,5.5,1,9,0.0
1546,Low,F,S,1,37000.0,N,24,23562.36,206,11781.18,1178.118,51.5,4,7,1178.118
1547,High,M,M,0,9780.66,N,25,2800.28,11,700.07,70.007,1.65,4,17,0.0
1548,High,M,M,2,53010.8,N,19,12451.25,46,6225.625,622.5625,11.5,5,9,0.0
1549,Low,M,M,1,75004.5,N,65,26522.65,32,13261.325,1326.1325,8.0,1,5,1326.1325
1550,Low,M,M,0,19749.3,N,60,20222.02,13,10111.01,1011.101,3.25,3,7,1011.101
1551,High,M,S,1,57626.9,Y,44,9380.94,38,2345.235,234.5235,5.7,3,20,0.0
1552,High,M,M,2,20078.0,N,33,9650.97,6,2412.7425,241.27425,0.9,3,19,0.0
1553,Low,F,M,2,47902.0,N,26,17441.74,49,8720.87,872.087,12.25,1,7,872.087
1554,Medium,M,M,1,7545.96,Y,17,22392.24,178,11196.12,1119.612,44.5,2,8,0.0
1555,Low,M,S,2,89459.9,N,53,11541.15,22,5770.575,577.0575,5.5,2,10,577.0575
1556,High,F,S,1,13576.5,N,39,14831.48,25,7415.74,741.574,6.25,1,8,0.0
1557,Low,F,M,2,42031.8,N,51,20452.05,39,10226.025,1022.6025,9.75,3,5,1022.6025
1558,High,F,S,1,97689.2,N,59,6080.61,8,1520.1525,152.01525,1.2,1,16,0.0
1559,Low,F,S,1,75397.8,Y,58,24422.44,35,12211.22,1221.122,8.75,3,6,1221.122
1560,Low,F,M,1,49453.8,N,55,17131.71,12,8565.855,856.5855,3.0,3,9,856.5855
1561,Medium,M,M,0,92881.8,N,21,2150.22,85,537.555,53.7555,12.75,3,15,0.0
1562,High,M,S,2,43634.5,N,22,29442.94,104,14721.47,1472.147,26.0,1,6,0.0
1563,Medium,F,S,0,68641.5,Y,48,5100.51,50,1275.1275,127.51275,7.5,1,14,0.0
1564,High,F,M,1,50735.1,Y,36,11621.16,16,5810.58,581.058,4.0,5,10,0.0
1565,Low,F,M,1,52490.1,N,19,10101.01,9,5050.505,505.0505,2.25,3,8,505.0505
1566,High,F,S,1,13109.1,N,63,22382.24,40,11191.12,1119.112,10.0,5,5,0.0
1567,High,M,S,1,92647.5,N,56,16041.6,10,8020.8,802.08,2.5,1,6,0.0
1568,Medium,F,S,2,21021.6,Y,63,3750.38,11,937.595,93.7595,1.65,4,10,0.0
1569,Low,M,S,0,74460.7,Y,55,25532.55,179,12766.275,1276.6275,44.75,4,8,1276.6275
1570,Low,F,M,1,43894.5,N,40,29282.93,40,14641.465,1464.1465,10.0,4,10,1464.1465
1571,Low,F,S,2,28787.4,N,42,27972.8,58,13986.4,1398.64,14.5,4,5,1398.64
1572,High,F,S,1,94278.7,Y,53,26682.67,9,13341.335,1334.1335,2.25,2,6,0.0
1573,Low,F,M,0,83900.2,N,45,28212.82,8,14106.41,1410.641,2.0,4,10,1410.641
1574,Low,M,M,1,13091.6,N,59,22792.28,20,11396.14,1139.614,5.0,5,10,1139.614
1575,Low,F,M,0,91708.4,N,37,17211.72,31,8605.86,860.586,7.75,3,7,860.586
1576,High,F,M,2,62061.8,Y,46,29862.99,52,14931.495,1493.1495,13.0,2,9,0.0
1577,Low,F,M,1,20550.9,Y,22,27722.77,57,13861.385,1386.1385,14.25,5,6,1386.1385
1578,Medium,M,M,2,1765.41,N,19,3040.3,44,760.075,76.0075,6.6,4,11,0.0
1579,High,F,S,2,19131.1,N,56,22152.22,34,11076.11,1107.611,8.5,5,7,0.0
1580,Low,F,S,2,6440.46,Y,61,22662.27,27,11331.135,1133.1135,6.75,1,10,1133.1135
1581,High,M,M,2,28766.9,N,47,6110.61,58,1527.6525,152.76525,8.7,4,20,0.0
1582,High,M,M,2,91272.2,Y,25,26992.7,13,13496.35,1349.635,3.25,4,6,0.0
1583,Medium,F,S,0,73228.3,N,55,22472.25,28,11236.125,1123.6125,7.0,3,9,0.0
1584,Low,M,M,1,64792.3,N,52,13051.31,36,6525.655,652.5655,9.0,5,8,652.5655
1585,Low,F,S,0,93322.1,Y,40,29922.99,8,14961.495,1496.1495,2.0,3,6,1496.1495
1586,High,M,M,2,49910.7,Y,52,27422.74,23,13711.37,1371.137,5.75,3,9,0.0
1587,Low,M,M,0,76161.4,Y,45,11961.2,25,5980.6,598.06,6.25,1,8,598.06
1588,Low,F,M,2,55860.0,Y,15,16011.6,10,8005.8,800.58,2.5,4,5,800.58
1589,High,M,M,2,57360.8,Y,53,10361.04,57,5180.52,518.052,14.25,5,7,0.0
1590,Low,M,M,0,92414.7,Y,46,29432.94,10,14716.47,1471.647,2.5,2,9,1471.647
1591,Low,F,S,2,14578.8,Y,61,11911.19,95,5955.595,595.5595,23.75,2,9,595.5595
1592,High,F,M,2,87578.2,Y,53,290.03,22,72.5075,7.25075,3.3,3,15,0.0
742,Medium,M,M,0,70908.7,N,50,7700.77,43,1925.1925,192.51925,6.45,2,11,0.0
743,High,M,S,0,94928.3,N,40,14421.44,73,7210.72,721.072,18.25,5,8,0.0
744,Low,F,M,2,50622.3,N,40,20452.05,90,10226.025,1022.6025,22.5,4,10,1022.6025
745,Low,M,M,0,78000.0,Y,50,16201.62,18,8100.81,810.081,4.5,1,10,810.081
746,Low,M,M,1,78000.0,Y,52,29552.96,62,14776.48,1477.648,15.5,1,7,1477.648
747,Medium,F,S,2,93559.1,N,58,1520.15,29,380.0375,38.00375,4.35,1,12,0.0
748,Medium,F,M,1,56722.8,N,61,17371.74,51,8685.87,868.587,12.75,4,8,0.0
749,High,M,M,1,80000.0,N,39,0.0,0,0.0,0.0,0.0,0,0,0.0
750,High,F,S,2,3416.62,Y,23,18971.9,104,9485.95,948.595,26.0,3,5,0.0
751,Medium,F,M,0,73069.1,Y,56,170.02,10,42.505,4.2505,1.5,1,10,0.0
752,High,M,M,0,80000.0,Y,53,15271.53,25,7635.765,763.5765,6.25,3,8,0.0
753,Low,F,M,2,8032.16,N,46,29682.97,59,14841.485,1484.1485,14.75,4,8,1484.1485
754,Low,F,S,0,93454.3,Y,49,18941.89,25,9470.945,947.0945,6.25,5,10,947.0945
755,Low,M,M,0,5745.0,Y,15,26402.64,17,13201.32,1320.132,4.25,1,8,1320.132
756,Medium,F,S,0,83287.0,N,60,410.04,208,102.51,10.251,31.2,5,12,0.0
757,Low,F,S,0,92564.1,Y,49,23172.32,51,11586.16,1158.616,12.75,2,7,1158.616
758,High,M,S,0,70000.0,Y,48,4910.49,82,1227.6225,122.76225,12.3,3,20,0.0
759,High,F,M,2,48322.5,Y,49,6690.67,43,1672.6675,167.26675,6.45,5,17,0.0
760,Medium,M,S,2,78373.5,N,35,6970.7,184,1742.675,174.2675,27.6,4,14,0.0
761,High,F,M,2,81913.8,Y,50,6700.67,46,1675.1675,167.51675,6.9,4,16,0.0
968,High,F,M,2,50561.3,N,46,16601.66,113,8300.83,830.083,28.25,1,5,0.0
969,High,F,S,2,23464.0,Y,52,22432.24,41,11216.12,1121.612,10.25,5,8,0.0
970,High,F,M,2,194.57,N,70,28262.83,38,14131.415,1413.1415,9.5,5,6,0.0
971,Low,F,M,1,98680.4,Y,70,17581.76,8,8790.88,879.088,2.0,2,9,879.088
972,High,M,M,0,65619.7,Y,52,13561.36,144,6780.68,678.068,36.0,2,10,0.0
973,Medium,F,M,1,95620.3,Y,61,10911.09,93,5455.545,545.5545,23.25,3,9,0.0
974,Low,F,S,0,85275.0,N,42,22482.25,151,11241.125,1124.1125,37.75,4,8,1124.1125
975,High,F,M,1,66921.4,Y,53,15701.57,8,7850.785,785.0785,2.0,2,7,0.0
976,High,F,M,1,98453.6,Y,62,13721.37,11,6860.685,686.0685,2.75,5,7,0.0
977,Low,F,M,2,94026.8,Y,28,25002.5,10,12501.25,1250.125,2.5,2,9,1250.125
978,High,F,S,2,57420.0,Y,43,25182.52,252,12591.26,1259.126,63.0,4,10,0.0
979,High,M,M,0,68000.0,N,49,3930.39,26,982.5975,98.25975,3.9,4,19,0.0
980,High,M,M,2,47639.1,N,43,17481.75,39,8740.875,874.0875,9.75,4,6,0.0
981,High,F,M,2,63234.5,Y,52,0.0,0,0.0,0.0,0.0,0,0,0.0
982,Medium,M,M,0,3911.9,N,38,5720.57,25,1430.1425,143.01425,3.75,1,13,0.0
983,High,F,M,2,18296.4,Y,43,80.01,10,20.0025,2.00025,1.5,4,18,0.0
984,High,F,S,0,39461.0,N,22,22872.29,103,11436.145,1143.6145,25.75,4,7,0.0
985,High,F,M,2,52957.0,Y,40,25792.58,125,12896.29,1289.629,31.25,1,5,0.0
986,High,F,S,2,86747.1,N,65,20152.02,37,10076.01,1007.601,9.25,5,6,0.0
987,High,F,M,1,87404.6,N,63,21632.16,139,10816.08,1081.608,34.75,2,5,0.0
988,High,F,M,2,85394.0,Y,20,19281.93,14,9640.965,964.0965,3.5,3,8,0.0
989,Medium,F,S,0,2121.36,N,40,2020.2,36,505.05,50.505,5.4,5,12,0.0
990,Medium,F,M,2,63566.1,Y,56,7940.79,65,1985.1975,198.51975,9.75,2,12,0.0
991,Low,F,S,0,89813.6,N,13,14941.49,149,7470.745,747.0745,37.25,3,6,747.0745
992,Medium,F,M,2,82644.2,Y,33,21972.2,19,10986.1,1098.61,4.75,1,9,0.0
993,High,F,S,1,27783.6,N,14,4970.5,18,1242.625,124.2625,2.7,1,16,0.0
994,Low,F,M,2,60485.5,N,42,11701.17,28,5850.585,585.0585,7.0,4,6,585.0585
995,High,F,M,2,809.43,Y,32,0.0,0,0.0,0.0,0.0,0,0,0.0
996,Low,M,S,1,76529.8,N,58,18461.85,20,9230.925,923.0925,5.0,5,9,923.0925
997,High,F,M,2,34577.7,N,63,29182.92,116,14591.46,1459.146,29.0,3,9,0.0
998,Low,F,S,2,19008.4,Y,52,10541.05,137,5270.525,527.0525,34.25,2,5,527.0525
999,Low,F,M,0,98056.3,N,56,23702.37,126,11851.185,1185.1185,31.5,5,5,1185.1185
1000,High,M,M,0,80000.0,Y,45,0.0,0,0.0,0.0,0.0,0,0,0.0
1001,Medium,M,M,0,78894.2,N,34,2000.2,43,500.05,50.005,6.45,1,14,0.0
